name,url,phone,category,latitude,longitude,Address,City,Pincode
The Rusty Nail Pub,https://m.yelp.com/biz/the-rusty-nail-pub-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-634-6306,Burgers; burgers; American (Traditional); tradamerican; Dive Bars; divebars; ,33.83316,-84.34138,2900 Buford Hwy NE, Atlanta, GA 30329
Little Szechuan,https://m.yelp.com/biz/little-szechuan-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-451-0192,Szechuan; szechuan; ,33.8317804,-84.3422624,2863 Buford Hwy NE, Atlanta, GA 30329
Spice Bistro,https://m.yelp.com/biz/spice-bistro-brookhaven?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-343-4196,Caribbean; caribbean; ,33.8318489,-84.3420097,2857 Buford Hwy, Brookhaven, GA 30329
6am,https://m.yelp.com/biz/6am-brookhaven?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-343-1135,Hookah Bars; hookah_bars; Tapas/Small Plates; tapasmallplates; ,33.8315639644861,-84.3424842506647,2839 Buford Hwy NE, Brookhaven, GA 30329
Waffle House #295,https://m.yelp.com/biz/waffle-house-295-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-633-0182,Breakfast & Brunch; breakfast_brunch; Diners; diners; American (Traditional); tradamerican; ,33.8309519,-84.343942,2812 Buford Hwy NE, Atlanta, GA 30329
McDonald's,https://m.yelp.com/biz/mcdonalds-atlanta-54?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-321-5188,Fast Food; hotdogs; Burgers; burgers; ,33.8302116394043,-84.3326187133789,2210 N Druid Hills Rd NE, Atlanta, GA 30329
Corporate Cafe,https://m.yelp.com/biz/corporate-cafe-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-325-4975,Restaurants; restaurants; ,33.8337287902832,-84.3336715698242,50 Corporate Boulevard NE, Atlanta, GA 30329
Stars and Strikes,https://m.yelp.com/biz/stars-and-strikes-stone-mountain?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-965-5707,Bowling; bowling; Laser Tag; lasertag; Arcades; arcades; ,33.83378,-84.19843,1741 Mountain Industrial Blvd, Stone Mountain, GA 30083
Dairy Queen,https://m.yelp.com/biz/dairy-queen-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-941-0523,Ice Cream & Frozen Yogurt; icecream; Fast Food; hotdogs; ,33.8189315795898,-84.5841827392578,1010 Veterans Memorial Hwy SW, Mableton, GA 30126
US Deli,https://m.yelp.com/biz/us-deli-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-944-0381,American (Traditional); tradamerican; Delis; delis; ,33.8187316,-84.5817884,873 Veterans Memorial Hwy, Mableton, GA 30126
KFC,https://m.yelp.com/biz/kfc-mableton-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-739-5353,Chicken Wings; chicken_wings; Fast Food; hotdogs; ,33.8187,-84.5823,981 Veterans Memorial Highway  S.W., Mableton, GA 30126
Mexico Lindo,https://m.yelp.com/biz/mexico-lindo-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-739-6743,Mexican; mexican; ,33.8187235593796,-84.5789705961943,848 Veterans Memorial Hwy SW, Mableton, GA 30126
Captain D's Seafood Restaurants,https://m.yelp.com/biz/captain-ds-seafood-restaurants-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-948-6116,Restaurants; restaurants; ,33.8178833574057,-84.5758283883333,5545 Mableton Pkwy SW, Mableton, GA 30126
Waffle House #853,https://m.yelp.com/biz/waffle-house-853-mableton-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-819-9810,Diners; diners; Breakfast & Brunch; breakfast_brunch; American (New); newamerican; ,33.8176121,-84.5762333,5602 Mableton Pkwy, Mableton, GA 30126
Burger King,https://m.yelp.com/biz/burger-king-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-732-0968,Fast Food; hotdogs; Burgers; burgers; ,33.8178367614746,-84.5772857666016,809 Veterans Memorial Hwy SW, Mableton, GA 30126
Krystal Company,https://m.yelp.com/biz/krystal-company-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-944-2586,Restaurants; restaurants; ,33.8183514028788,-84.5754227042198,725 Veterans Memorial Hwy SW, Mableton, GA 30126
Taco Bell,https://m.yelp.com/biz/taco-bell-mableton-5?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-944-3194,Fast Food; hotdogs; Mexican; mexican; ,33.8188858032227,-84.5758209228516,737 Veterans Memorial Hwy SW, Mableton, GA 30126
LowCountry Catering,https://m.yelp.com/biz/lowcountry-catering-smyrna?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-1121,Caterers; catering; Barbeque; bbq; ,33.8216667175293,-84.4971084594727,2000 S Pioneer Dr SE, Smyrna, GA 30082
Marco's Pizza,https://m.yelp.com/biz/marcos-pizza-atlanta-7?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-500-1249,Pizza; pizza; Chicken Wings; chicken_wings; ,33.8190947348831,-84.4614274799824,2331 Bolton Rd NW, Atlanta, GA 30318
Westside Pizza,https://m.yelp.com/biz/westside-pizza-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-355-3636,Pizza; pizza; ,33.8191108703613,-84.4518432617188,2341 Marietta Blvd NW, Atlanta, GA 30318
El Mercadito Y Taqueria,https://m.yelp.com/biz/el-mercadito-y-taqueria-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-355-6160,Mexican; mexican; ,33.820556640625,-84.4500045776367,2600 Bolton Rd NW, Atlanta, GA 30318
Carniceria Ramirez,https://m.yelp.com/biz/carniceria-ramirez-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-355-6160,Mexican; mexican; Grocery; grocery; ,33.820556640625,-84.4500045776367,2600 Bolton Rd NW, Atlanta, GA 30318
Wendy's,https://m.yelp.com/biz/wendys-atlanta-44?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-0413,Fast Food; hotdogs; Burgers; burgers; ,33.8204002,-84.4523315,2301 Marietta Boulevard NW, Atlanta, GA 30318
Tex's Tacos,https://m.yelp.com/biz/texs-tacos-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-379-8397,Tex-Mex; tex-mex; Mexican; mexican; Food Trucks; foodtrucks; ,33.817488992659,-84.3960438826172,108 Howell St NE, Atlanta, GA 30312
Cafe Lapin,https://m.yelp.com/biz/cafe-lapin-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-812-9171,Brasseries; brasseries; French; french; Coffee & Tea; coffee; ,33.8190064384197,-84.3869660513122,
Another Broken Egg Cafe,https://m.yelp.com/biz/another-broken-egg-cafe-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-254-0219,Breakfast & Brunch; breakfast_brunch; Cafes; cafes; American (Traditional); tradamerican; ,33.8189618,-84.3884993,2355 Peachtree Rd NE, Atlanta, GA 30321
Whitehall Tavern,https://m.yelp.com/biz/whitehall-tavern-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-842-1010,American (Traditional); tradamerican; Bars; bars; Burgers; burgers; ,33.8201241214503,-84.3874516360147,2391 Peachtree Rd NW, Atlanta, GA 30305
Jalisco Mexican Restaurant,https://m.yelp.com/biz/jalisco-mexican-restaurant-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-233-9244,Mexican; mexican; ,33.8188569890095,-84.3873850171967,2337 Peachtree Rd NE, Atlanta, GA 30305
Maki Fresh,https://m.yelp.com/biz/maki-fresh-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-869-6600,Japanese; japanese; Asian Fusion; asianfusion; Sushi Bars; sushi; ,33.819413816979,-84.3864497282082,2349 Peachtree Rd NE, Atlanta, GA 30305
Burger King,https://m.yelp.com/biz/burger-king-atlanta-9?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-869-8900,Fast Food; hotdogs; Coffee & Tea; coffee; Burgers; burgers; ,33.8208770751953,-84.3875579833984,2425 Peachtree Rd NE, Atlanta, GA 30305
26 Thai Kitchen & Bar,https://m.yelp.com/biz/26-thai-kitchen-and-bar-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-400-5995,Thai; thai; Cocktail Bars; cocktailbars; ,33.8223662077717,-84.369201734662,
SIP The Experience,https://m.yelp.com/biz/sip-the-experience-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-816-3001,Coffee & Tea; coffee; Desserts; desserts; Sandwiches; sandwiches; ,33.8227914,-84.370102,528 Main St NE, Atlanta, GA 30324
LongHorn Steakhouse,https://m.yelp.com/biz/longhorn-steakhouse-atlanta-8?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-816-6338,Steakhouses; steak; American (Traditional); tradamerican; Barbeque; bbq; ,33.821673790646,-84.3679177836509,2430 Piedmont Rd, Atlanta, GA 30324
Willy's Mexicana Grill,https://m.yelp.com/biz/willys-mexicana-grill-atlanta-12?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-842-9719,Mexican; mexican; Fast Food; hotdogs; ,33.82325,-84.36854,575 Morosgo Dr NE, Atlanta, GA 30324
Gyro Bros,https://m.yelp.com/biz/gyro-bros-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-228-8715,Mediterranean; mediterranean; ,33.6144485473633,-84.3493270874023,
Main Street Market,https://m.yelp.com/biz/main-street-market-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-869-7995,Delis; delis; Sandwiches; sandwiches; ,33.8226367,-84.369016,546 Main St NE, Atlanta, GA 30324
Woofs on Piedmont,https://m.yelp.com/biz/woofs-on-piedmont-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-869-9422,Gay Bars; gaybars; Sports Bars; sportsbars; ,33.8212587304169,-84.3672712524408,2425 Piedmont Rd NE, Atlanta, GA 30324
Gold Room,https://m.yelp.com/biz/gold-room-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,no phone,Lounges; lounges; Dance Clubs; danceclubs; Venues & Event Spaces; venues; ,33.8210053,-84.3684524,2416 Piedmont Rd NE, Atlanta, GA 30324
Yumbii,https://m.yelp.com/biz/yumbii-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-285-0357,Korean; korean; Mexican; mexican; Food Trucks; foodtrucks; ,33.81982421875,-84.3570098876953,no address, Atlanta, GA 30324
Dining Out For Life,https://m.yelp.com/biz/dining-out-for-life-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-414-3333,Restaurants; restaurants; ,33.8196640014648,-84.3602066040039,no address, Atlanta, GA 30324
Hajime,https://m.yelp.com/biz/hajime-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-470-428-2388,Ramen; ramen; ,33.8191873432516,-84.3497106029716,2345 Cheshire Bridge Rd, Atlanta, GA 30324
Rain,https://m.yelp.com/biz/rain-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-325-6963,Thai; thai; Sushi Bars; sushi; ,33.8188619999951,-84.3496381833282,2345 Cheshire Bridge Rd NE, Atlanta, GA 30324
Landmark Diner,https://m.yelp.com/biz/landmark-diner-atlanta-9?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-636-8240,Diners; diners; ,33.8173699,-84.35164,2277 Cheshire Bridge Rd NE, Atlanta, GA 30324
Blimpie,https://m.yelp.com/biz/blimpie-atlanta-33?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-633-6126,Sandwiches; sandwiches; ,33.819555054193,-84.3524629625495,2350 Cheshire Bridge Rd Ne, Atlanta, GA 30324
McDonald's,https://m.yelp.com/biz/mcdonalds-atlanta-55?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-929-9833,Fast Food; hotdogs; Burgers; burgers; ,33.819442,-84.351875,2350 Cheshire Bridge Rd N, Atlanta, GA 30324
Ashford Druid Hills Apartments,https://m.yelp.com/biz/ashford-druid-hills-apartments-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-596-7502,Apartments; apartments; ,33.8242226,-84.3310918,1491 Druid Valley Dr, Atlanta, GA 30329
Pea Ridge Kitchen and Bar,https://m.yelp.com/biz/pea-ridge-kitchen-and-bar-decatur?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-470-268-4051,American (New); newamerican; Bars; bars; ,33.82287,-84.26185,2607 Lawrenceville Hwy, Decatur, GA 30033
Brockett Pub House & Grill,https://m.yelp.com/biz/brockett-pub-house-and-grill-clarkston?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-938-1080,American (Traditional); tradamerican; Pubs; pubs; ,33.819066044529,-84.2317499220371,4522 East Ponce de Leon Ave, Clarkston, GA 30021
Gator's BBQ and Soul Food,https://m.yelp.com/biz/gators-bbq-and-soul-food-clarkston-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-819-0993,Soul Food; soulfood; Barbeque; bbq; ,33.8213045638039,-84.2309681724735,1295 Brockett Rd, Clarkston, GA 30021
Taco Bell,https://m.yelp.com/biz/taco-bell-clarkston-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-270-1448,Mexican; mexican; Tex-Mex; tex-mex; Fast Food; hotdogs; ,33.81918,-84.23074,4540 E Ponce De Leon Ave, Clarkston, GA 30021
KFC,https://m.yelp.com/biz/kfc-clarkston?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-270-1448,Fast Food; hotdogs; Chicken Wings; chicken_wings; ,33.8192,-84.2307,4540 E Ponce De Leon Ave, Clarkston, GA 30021
The Fried Rice King,https://m.yelp.com/biz/the-fried-rice-king-clarkston?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-908-0979,Chinese; chinese; ,33.8193740844727,-84.2277603149414,4616 E Ponce De Leon Ave, Clarkston, GA 30021
La Salsa,https://m.yelp.com/biz/la-salsa-austell?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-739-4666,Mexican; mexican; ,33.810497,-84.636764,2856 Veterans Memorial Hwy, Austell, GA 30168
Taco Bell,https://m.yelp.com/biz/taco-bell-mableton-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-944-3194,Fast Food; hotdogs; Tex-Mex; tex-mex; Mexican; mexican; ,33.810196,-84.57579,737 Veterans Memorial Hwy SW, Mableton, GA 30126
Rancho El Molcajete,https://m.yelp.com/biz/rancho-el-molcajete-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-896-6031,Mexican; mexican; ,33.8162422180176,-84.5686340332031,493 Veterans Memorial Hwy, Mableton, GA 30126
Flavors Grill & Seafood,https://m.yelp.com/biz/flavors-grill-and-seafood-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-745-0070,Southern; southern; Soul Food; soulfood; Chicken Wings; chicken_wings; ,33.8129578,-84.5495071,185 Veterans Memorial Hwy, Mableton, GA 30126
KFC,https://m.yelp.com/biz/kfc-mableton?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-739-5353,Fast Food; hotdogs; Chicken Wings; chicken_wings; ,33.8185195922852,-84.5823287963867,981 Veterans Memorial Hwy, Mableton, GA 30126
Waffle House #2100,https://m.yelp.com/biz/waffle-house-2100-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-792-9009,Breakfast & Brunch; breakfast_brunch; Diners; diners; American (New); newamerican; ,33.8108524586903,-84.4755086714114,2025 Bolton Rd NW, Atlanta, GA 30318
Acapulco Mexican Taqueria,https://m.yelp.com/biz/acapulco-mexican-taqueria-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-941-7865,Mexican; mexican; ,33.8135487112056,-84.4688141806497,2102 Hollywood Rd, Atlanta, GA 30318
HollyWood Pizza 911,https://m.yelp.com/biz/hollywood-pizza-911-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-458-3981,Pizza; pizza; Italian; italian; ,33.8133506774902,-84.469123840332,2102 Hollywood Rd NW, Atlanta, GA 30318
Hankook Taqueria,https://m.yelp.com/biz/hankook-taqueria-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-8881,Mexican; mexican; Korean; korean; Asian Fusion; asianfusion; ,33.811352,-84.431628,1341 Collier Rd NW, Atlanta, GA 30318
Verde Taqueria,https://m.yelp.com/biz/verde-taqueria-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-963-5362,Mexican; mexican; ,33.81161,-84.42455,1193 Collier Rd, Atlanta, GA 30318
Big Easy Grille,https://m.yelp.com/biz/big-easy-grille-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-2777,Seafood; seafood; Cajun/Creole; cajun; Breakfast & Brunch; breakfast_brunch; ,33.81161,-84.42455,1193 Collier Rd NW, Atlanta, GA 30318
Fellini's Pizza,https://m.yelp.com/biz/fellinis-pizza-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-0799,Pizza; pizza; ,33.809163,-84.412621,1991 Howell Mill Rd NW, Atlanta, GA 30318
Malaya,https://m.yelp.com/biz/malaya-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-609-9991,Chinese; chinese; Malaysian; malaysian; ,33.81025,-84.4161,
Yoi Yoi Japanese Steakhouse & Sushi,https://m.yelp.com/biz/yoi-yoi-japanese-steakhouse-and-sushi-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-351-1788,Japanese; japanese; Sushi Bars; sushi; Steakhouses; steak; ,33.8104265,-84.4160075,857 Collier Rd, Atlanta, GA 30318
Mr C's,https://m.yelp.com/biz/mr-cs-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-605-0888,Restaurants; restaurants; Dive Bars; divebars; ,33.80869,-84.41234,1983 Howell Mill Rd NE, Atlanta, GA 30318
Chipotle Mexican Grill,https://m.yelp.com/biz/chipotle-mexican-grill-atlanta-17?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-937-5296,Mexican; mexican; Fast Food; hotdogs; ,33.8101796495359,-84.4131302833557,
Jersey Mike's Subs,https://m.yelp.com/biz/jersey-mikes-subs-atlanta-18?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-605-7001,Sandwiches; sandwiches; Fast Food; hotdogs; Delis; delis; ,33.8101113983625,-84.4136633723974,2020 Howell Mill Road, Atlanta, GA 30318
Domino's Pizza,https://m.yelp.com/biz/dominos-pizza-atlanta-8?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-352-3676,Pizza; pizza; Chicken Wings; chicken_wings; Sandwiches; sandwiches; ,33.80824,-84.41236,1959 Howell Mill Rd NW, Atlanta, GA 30318
Salsa,https://m.yelp.com/biz/salsa-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-246-4148,Mexican; mexican; ,33.8102226257324,-84.4134674072266,2020 Howell Mill Rd NW, Atlanta, GA 30318
Bucket O' Shrimp,https://m.yelp.com/biz/bucket-o-shrimp-ashburn?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-266-0500,Seafood; seafood; Food Trucks; foodtrucks; ,33.8064559071947,-84.4137757389615,Buckhead, Ashburn, GA 30318
McDonald's,https://m.yelp.com/biz/mcdonalds-atlanta-30?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-355-9767,Fast Food; hotdogs; Burgers; burgers; ,33.8091380149126,-84.4129344820976,1994 Howell Mill Rd NW, Atlanta, GA 30318
Chiloe Latin Bistro,https://m.yelp.com/biz/chiloe-latin-bistro-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-355-0555,Latin American; latin; ,33.8076655,-84.4127849,1950 Howell Mill Rd, Atlanta, GA 30318
